#number,Coord_x,Coord_y,evacuation,reward
0,365189.7871474694,3706413.570527531,0,1
1,365184.80552319204,3706426.1501884633,0,1
2,364715.0222845731,3706240.0868118023,0,1
3,364280.8205571843,3706066.4874178246,0,1
4,364273.7639894823,3706082.778827352,0,1
5,364328.1175719253,3706085.296958551,0,1
6,364075.3819997447,3705988.9851024817,0,1
7,364345.60922795295,3706876.9345570453,0,1
8,364341.87551282253,3706890.2735039964,0,1
9,364390.0853393152,3706875.1666779392,0,1
10,364312.7969507837,3706867.614369023,0,1
11,364387.9632491207,3706843.8658570526,0,1
12,364458.2433159284,3706867.1437864914,0,1
13,364461.0973148112,3706910.8667732356,0,1
14,364520.3445220722,3706871.1509335185,0,1
15,364461.2446176986,3706814.244297254,0,1
16,364625.3995895248,3706884.7697218084,0,1
17,364648.0822731595,3706899.3458449435,0,1
18,364527.22203023656,3706799.797897921,0,1
19,364587.4853577278,3706882.008174516,0,1
20,364587.8014437016,3706189.0702785417,0,1
21,364584.7604357115,3706201.4899457116,0,1
22,364523.3349803735,3706163.192020712,0,1
23,364560.3130028468,3706291.0006674826,0,1
24,364543.9286050636,3706333.274775786,0,1
25,364576.8785543755,3706229.848056166,0,1
26,364520.29046871944,3706273.274550044,0,1
27,364595.7246752577,3706302.0043000975,0,1
28,364505.72012205777,3706432.7607741607,0,1
29,364520.86291749496,3706392.75538813,0,1
30,364575.3570983675,3706462.337005457,0,1
31,364489.4643262981,3706473.5692549734,0,1
32,364447.43968047004,3706544.761880478,0,1
33,364436.8576870789,3706562.7774016443,0,1
34,364406.828438232,3706522.1203607065,0,1
35,364404.111407606,3706607.7882686486,0,1
36,364375.82723510364,3706592.104764776,0,1
37,364445.4797236374,3706629.4431588887,0,1
38,364381.85861727677,3706669.4537969907,0,1
39,364413.4713787218,3706697.844581591,0,1
40,364349.75807273295,3706638.1088064564,0,1
41,364380.89520610665,3706672.971942302,0,1
42,364299.4363377949,3706901.41769334,0,1
43,364323.00323829637,3706841.430262259,0,1
44,364259.7945352567,3706856.47127144,0,1
45,364265.75989601295,3706099.0946674487,0,1
46,364274.1309804836,3706100.2744620196,0,1
47,364209.4245112176,3706209.28424742,0,1
48,364141.9038911151,3706042.5134085,0,1
49,363775.5998627809,3707138.2001158292,0,1
50,363785.89880741545,3707140.4058149653,0,1
51,363880.24998172204,3706745.37073419,0,1
52,365175.90683535184,3706447.0248148395,0,1
53,364713.4582081345,3706246.507952377,0,1
54,364034.5270868017,3705967.7458566907,0,1
55,364075.0435637728,3705993.3262577993,0,1
56,364031.97308420704,3705970.499029737,0,1
57,364082.7055551922,3706012.1054197573,0,1
58,364262.9622817932,3706078.594440736,0,1
59,364201.27470887004,3706227.77594324,0,1
60,364221.03363579814,3706229.9044123488,0,1
61,364244.4674539641,3706252.798061597,0,1
62,364209.4404040186,3706234.836533453,0,1
63,364328.86561225494,3706322.146083044,0,1
64,364197.3213823233,3706407.6862631366,0,1
65,364347.9685262359,3706338.4354995424,0,1
66,364362.4468104621,3706350.3316084445,0,1
67,364321.0250792679,3706399.623670644,0,1
68,364392.8076534822,3706382.79908855,0,1
69,364403.43929525244,3706354.424312694,0,1
70,364428.9314460589,3706416.705045059,0,1
71,364453.95558202115,3706441.73945681,0,1
72,364450.2810362569,3706365.4219900956,0,1
73,364197.0064423033,3706441.4169176226,0,1
74,364114.15426103596,3706421.778093107,0,1
75,364203.0195118755,3706453.343266573,0,1
76,364125.47920282395,3706461.1451087995,0,1
77,364472.4191188717,3706459.5131228026,0,1
78,364544.97634705575,3706509.110785131,0,1
79,364527.5932882257,3706537.1477051475,0,1
