#number,Coord_x,Coord_y,evacuation,reward
110,363417.759134,3705929.446265,0,1
111,363399.661371,3705841.898750,0,1
112,363428.687704,3705853.277008,0,1
113,363428.759224,3705742.137760,0,1
114,363442.537301,3705858.703844,0,1
115,363472.138254,3705868.665595,0,1
116,363529.578193,3705880.329664,1,1000
117,363452.428755,3705942.973878,0,1
118,363132.899525,3705924.123357,0,1
119,363438.476266,3706024.797737,0,1
120,363622.787859,3705897.244289,0,1
121,363505.430956,3705960.234780,0,1
122,363703.113377,3705882.356774,0,1
123,363648.396577,3705896.327753,0,1
124,363697.123635,3705978.696041,0,1
125,363640.576064,3705985.395396,0,1
126,363715.224278,3706064.680190,0,1
127,361989.505993,3706100.496035,0,1
128,362286.186124,3706035.013474,0,1
129,362123.926348,3706234.655494,0,1
130,362323.963042,3706064.951177,0,1
131,362032.702097,3706096.683994,0,1
132,363495.756624,3706039.036829,0,1
133,363630.152378,3706058.596050,0,1
134,363480.621208,3706161.391099,0,1
135,363456.884306,3706031.235831,0,1
136,363019.867839,3706049.332036,0,1
137,363371.809274,3706210.643303,0,1
138,362965.318980,3706107.056866,0,1
139,361494.906707,3706463.905606,0,1
140,363612.598624,3706181.572027,0,1
141,363425.520321,3706058.186236,0,1
142,361805.770267,3706193.293431,0,1
143,363800.348992,3706206.800640,0,1
144,362059.791772,3706140.869731,0,1
145,362901.457288,3706173.154696,0,1
146,362488.387441,3706118.358148,0,1
147,362448.061415,3706240.663469,0,1
148,362838.368639,3706233.430542,0,1
149,361854.826292,3706275.526412,0,1
150,363595.777132,3706305.691140,0,1
151,363419.874904,3706152.380485,0,1
152,363396.175979,3706224.449710,0,1
153,363463.473489,3706282.043794,0,1
154,363133.874259,3706279.683789,0,1
155,361503.353085,3706470.316704,0,1
156,363811.338971,3706224.312660,0,1
157,363342.374903,3706256.320804,0,1
158,362315.217618,3706230.281568,0,1
159,362437.624024,3706270.546205,0,1
160,362293.978736,3706282.710599,0,1
161,362270.753415,3706213.581770,0,1
162,362760.355289,3706304.089253,0,1
163,362958.078811,3706360.778790,0,1
164,362724.056281,3706336.690864,0,1
165,361949.106020,3706410.691009,0,1
166,363360.766800,3706268.204385,0,1
167,363291.674049,3706351.508582,0,1
168,361898.060995,3706345.210743,0,1
169,361640.519417,3706452.410723,0,1
170,362424.357830,3706311.238274,0,1
171,362001.883247,3706525.189464,0,1
172,362290.097648,3706364.958472,0,1
173,363296.108640,3706392.946566,0,1
174,363074.741186,3706407.199466,0,1
175,363577.336250,3706429.600331,0,1
176,363816.383956,3706332.174377,0,1
177,363446.018403,3706410.486475,0,1
178,362880.572178,3706433.070755,0,1
179,361944.712138,3706413.404561,0,1
180,361706.207789,3706490.430011,0,1
181,362684.763307,3706374.381464,0,1
182,363811.463053,3706455.548295,0,1
183,363824.739205,3706302.622165,0,1
184,363244.584532,3706472.586288,0,1
185,362775.216158,3706474.007284,0,1
186,363030.952126,3706438.531006,0,1
187,363151.516838,3706456.183677,0,1
188,363253.018460,3706521.464773,0,1
189,363424.049995,3706549.595709,0,1
190,363559.537513,3706567.330420,0,1
191,363126.613873,3706498.869731,0,1
192,362958.796435,3706515.271316,0,1
193,361519.903067,3706498.748385,0,1
194,362288.623027,3706461.489971,0,1
195,363747.733150,3706591.043071,0,1
196,363223.760200,3706556.515476,0,1
197,361679.523411,3706508.901510,0,1
198,361820.383898,3706480.985705,0,1
199,361532.981880,3706517.780695,0,1
200,361364.147184,3706651.441912,0,1
201,362683.285543,3706527.752014,0,1
202,361511.638121,3706603.984234,0,1
203,361611.513272,3706662.029696,0,1
204,362098.023858,3706560.091718,0,1
205,362245.979347,3706632.683621,0,1
206,363074.137277,3706585.899211,0,1
207,362018.575456,3706548.085674,0,1
208,363231.212390,3706659.352347,0,1
209,362055.204149,3706588.774443,0,1
210,361890.279188,3706705.767591,0,1
211,362561.131526,3706587.052188,0,1
212,363407.720449,3706682.625197,0,1
213,362153.236465,3706667.014462,0,1
214,363204.117037,3706665.381741,0,1
215,363544.200984,3706683.321563,0,1
216,362553.034647,3706640.313707,0,1
217,362424.778429,3706600.009275,0,1
218,361540.421301,3706668.307076,0,1
219,362448.257736,3706724.865068,0,1
220,363636.997433,3706713.617021,0,1
221,361545.529919,3706681.087795,0,1
222,361641.745920,3706768.498641,0,1
223,362491.355676,3706671.348290,0,1
224,361360.219660,3706750.571238,0,1
225,363122.759720,3706716.410380,0,1
226,361324.040189,3706690.891315,0,1
227,361571.433831,3706790.857173,0,1
228,363197.703876,3706747.176876,0,1
229,363159.095881,3706731.632227,0,1
230,362168.614358,3706697.471313,0,1
231,361979.828604,3706793.809479,0,1
232,363540.024875,3706720.489610,0,1
233,361883.554754,3706711.198488,0,1
234,361876.912833,3706716.550574,0,1
235,361649.066452,3706956.191543,0,1
236,361911.554838,3706916.362384,0,1
237,363189.154806,3707027.512361,0,1
238,361353.076978,3706860.682204,0,1
239,363674.402848,3706760.500223,0,1
240,363531.940375,3706727.713048,0,1
241,363223.537426,3706754.407477,0,1
242,363565.174988,3706818.018895,0,1
243,363239.951068,3706839.150570,0,1
244,362410.130336,3707106.515492,0,1
245,361571.983047,3706801.928849,0,1
246,361504.404340,3706819.180225,0,1
247,361590.111641,3706898.312564,0,1
248,362033.182284,3706897.442083,0,1
249,361527.968932,3706901.921915,0,1
250,361483.436484,3706743.865295,0,1
251,363343.552815,3706832.624577,0,1
252,363555.395198,3706935.938851,0,1
253,363349.305675,3706948.095559,0,1
254,363229.344188,3706956.128987,0,1
255,361398.438417,3706920.485321,0,1
256,362280.999996,3706915.493127,0,1
257,362130.623619,3706986.536855,0,1
258,362313.191588,3706981.410752,0,1
259,362581.227728,3706972.829447,0,1
260,361592.037131,3706917.871017,0,1
261,361935.498508,3707075.813397,0,1
262,361686.043493,3706950.537216,0,1
263,362157.197016,3706977.894446,0,1
264,361749.958246,3707102.305574,0,1
265,363493.467239,3707016.401088,0,1
266,363356.500685,3707074.193059,0,1
267,363262.250258,3707089.946860,0,1
268,362376.612901,3707109.744286,0,1
269,362113.748085,3707046.279349,0,1
270,363518.167507,3707090.690855,0,1
271,362011.638957,3707154.997500,0,1
272,361840.848291,3707090.799475,0,1
273,362082.253306,3706314.393900,0,1
274,362516.982139,3705797.521358,0,1
275,363645.811025,3705812.686305,0,1
276,363373.173831,3705698.751235,0,1
277,363061.612042,3705565.457380,0,1
278,362958.053145,3705521.001874,0,1
279,362731.150894,3705417.425455,0,1
280,362724.757183,3705421.375941,0,1
281,362715.323957,3705408.966735,0,1
282,361059.944953,3704338.815331,0,1
283,360962.522248,3704316.085032,0,1
284,361072.187326,3704314.339522,0,1
285,361169.129228,3704271.354760,0,1
286,361084.019821,3704227.152099,0,1
287,360972.671463,3704293.435924,0,1
288,360947.034426,3704255.919611,0,1
289,361118.320739,3704368.119503,0,1
290,361178.152346,3704256.973519,0,1
291,361124.263269,3704248.177532,0,1
292,363014.783831,3705545.349574,0,1
293,362405.152940,3706370.126035,0,1
294,362543.243646,3706412.353023,0,1
295,362539.395785,3706350.367097,0,1
296,362290.353876,3706519.580034,0,1
297,362344.488012,3706456.677664,0,1
298,363846.985006,3706307.786829,0,1
299,363886.901969,3706341.648400,0,1
300,363825.542503,3706214.053021,0,1
301,363776.084194,3706069.221590,0,1
302,361402.963163,3706958.583255,0,1
303,362331.095508,3706389.515590,0,1
304,362339.621299,3706496.584573,0,1
305,363461.061896,3705745.318203,0,1
306,363086.455332,3705633.001122,0,1
307,362888.459531,3705669.938730,0,1
308,361316.898511,3704677.365391,0,1
