,0,1
60,293676403,"{'y': np.float64(3710278.3843957265), 'x': np.float64(370135.30270123394), 'highway': 'traffic_signals', 'street_count': np.int64(3), 'lon': np.float64(133.6015474), 'lat': np.float64(33.5242066)}"
61,1430659311,"{'y': np.float64(3710391.449723566), 'x': np.float64(370092.5297292813), 'street_count': np.int64(3), 'lon': np.float64(133.6010705), 'lat': np.float64(33.5252209)}"
62,1924070774,"{'y': np.float64(3710282.480816222), 'x': np.float64(370113.6130302336), 'street_count': np.int64(3), 'lon': np.float64(133.6013133), 'lat': np.float64(33.5242409)}"
63,1924070778,"{'y': np.float64(3710289.2867757375), 'x': np.float64(370150.06084599247), 'street_count': np.int64(3), 'lon': np.float64(133.6017047), 'lat': np.float64(33.5243067)}"
64,1085591012,"{'y': np.float64(3710281.657454102), 'x': np.float64(370151.6485406625), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6017229), 'lat': np.float64(33.5242381)}"
65,305552418,"{'y': np.float64(3710274.542645008), 'x': np.float64(370115.0757795463), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6013302), 'lat': np.float64(33.5241695)}"
66,293676417,"{'y': np.float64(3711052.924784972), 'x': np.float64(370587.0086714193), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6062983), 'lat': np.float64(33.5312454)}"
67,1556517026,"{'y': np.float64(3711052.2327211727), 'x': np.float64(370597.2439859675), 'street_count': np.int64(3), 'lon': np.float64(133.6064086), 'lat': np.float64(33.5312404)}"
68,1924071030,"{'y': np.float64(3711058.120180755), 'x': np.float64(370587.4500126399), 'street_count': np.int64(3), 'lon': np.float64(133.6063023), 'lat': np.float64(33.5312923)}"
69,725217306,"{'y': np.float64(3711040.0587528306), 'x': np.float64(370465.8599320379), 'street_count': np.int64(3), 'lon': np.float64(133.6049958), 'lat': np.float64(33.5311147)}"
70,1924071016,"{'y': np.float64(3711045.5460030073), 'x': np.float64(370586.4636826791), 'street_count': np.int64(3), 'lon': np.float64(133.6062935), 'lat': np.float64(33.5311788)}"
71,294071540,"{'y': np.float64(3711233.4409005516), 'x': np.float64(371528.621884402), 'street_count': np.int64(3), 'lon': np.float64(133.6164104), 'lat': np.float64(33.5329868)}"
72,1078633639,"{'y': np.float64(3711233.036483134), 'x': np.float64(371495.7657843879), 'street_count': np.int64(3), 'lon': np.float64(133.6160567), 'lat': np.float64(33.5329792)}"
73,1556517392,"{'y': np.float64(3711262.2708034143), 'x': np.float64(371642.892309056), 'street_count': np.int64(3), 'lon': np.float64(133.6176366), 'lat': np.float64(33.5332605)}"
74,294071556,"{'y': np.float64(3711036.9426847785), 'x': np.float64(371823.371211829), 'street_count': np.int64(3), 'lon': np.float64(133.6196121), 'lat': np.float64(33.5312504)}"
75,1556517530,"{'y': np.float64(3711293.3123847055), 'x': np.float64(371976.08284703817), 'street_count': np.int64(3), 'lon': np.float64(133.6212196), 'lat': np.float64(33.5335804)}"
76,294071559,"{'y': np.float64(3711000.7043636953), 'x': np.float64(371853.03748858697), 'street_count': np.int64(3), 'lon': np.float64(133.6199367), 'lat': np.float64(33.5309272)}"
77,1078632496,"{'y': np.float64(3711031.664963662), 'x': np.float64(371932.4709926857), 'street_count': np.int64(3), 'lon': np.float64(133.6207875), 'lat': np.float64(33.5312159)}"
78,6247275224,"{'y': np.float64(3710881.1864199457), 'x': np.float64(371910.4818392726), 'street_count': np.int64(3), 'lon': np.float64(133.6205723), 'lat': np.float64(33.5298564)}"
79,294071598,"{'y': np.float64(3710671.5779080885), 'x': np.float64(371884.9469287128), 'highway': 'traffic_signals', 'street_count': np.int64(4), 'lon': np.float64(133.6203274), 'lat': np.float64(33.5279633)}"
80,1556516794,"{'y': np.float64(3710737.9127637567), 'x': np.float64(371900.4489907593), 'street_count': np.int64(3), 'lon': np.float64(133.6204848), 'lat': np.float64(33.5285633)}"
81,1556516734,"{'y': np.float64(3710668.7252365863), 'x': np.float64(371749.3189924806), 'street_count': np.int64(3), 'lon': np.float64(133.6188676), 'lat': np.float64(33.5279213)}"
82,1556516641,"{'y': np.float64(3710598.450327966), 'x': np.float64(371885.7017529551), 'street_count': np.int64(4), 'lon': np.float64(133.620346), 'lat': np.float64(33.527304)}"
83,294071623,"{'y': np.float64(3710309.8084768145), 'x': np.float64(370333.2875592919), 'street_count': np.int64(3), 'lon': np.float64(133.6036743), 'lat': np.float64(33.524514)}"
84,1924070792,"{'y': np.float64(3710314.248938121), 'x': np.float64(370332.1398098001), 'street_count': np.int64(4), 'lon': np.float64(133.6036613), 'lat': np.float64(33.5245539)}"
85,1085588627,"{'y': np.float64(3710384.2358712745), 'x': np.float64(370489.84588136285), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.605349), 'lat': np.float64(33.5252041)}"
86,294071631,"{'y': np.float64(3710171.2998789996), 'x': np.float64(369949.3083433412), 'highway': 'traffic_signals', 'street_count': np.int64(4), 'lon': np.float64(133.5995606), 'lat': np.float64(33.5232184)}"
87,1085589675,"{'y': np.float64(3710180.7014769493), 'x': np.float64(369953.6338316002), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5996058), 'lat': np.float64(33.5233037)}"
88,1085591553,"{'y': np.float64(3710162.647769367), 'x': np.float64(369945.32736521075), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.599519), 'lat': np.float64(33.5231399)}"
89,1924070748,"{'y': np.float64(3710175.6989042656), 'x': np.float64(369943.8408794394), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5995011), 'lat': np.float64(33.5232574)}"
90,1924070744,"{'y': np.float64(3710166.166901239), 'x': np.float64(369954.92381345795), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5996218), 'lat': np.float64(33.5231728)}"
91,294071665,"{'y': np.float64(3710203.90382403), 'x': np.float64(369778.67646434193), 'street_count': np.int64(3), 'lon': np.float64(133.5977189), 'lat': np.float64(33.5234916)}"
