#number,Node1,Node2,Length,Width
179,72,383,80,3
180,72,357,46,3
181,73,75,426,3
182,74,75,339,3
183,74,76,47,3
184,75,532,178,3
185,76,77,127,3
186,76,78,132,3
187,77,369,63,3
188,77,78,157,3
189,78,507,40,3
190,79,80,68,3
191,79,81,135,3
192,79,82,74,3
193,80,81,178,3
194,80,507,106,3
195,81,504,45,3
196,82,504,253,3
197,82,503,112,3
198,82,246,90,3
199,83,84,4,3
200,83,85,175,3
201,84,494,34,3
202,84,393,173,3
203,85,392,6,3
204,85,393,5,3
205,86,87,10,3
206,86,88,9,3
207,86,89,7,3
208,86,90,7,3
209,87,396,5,3
210,87,397,7,3
211,88,412,5,3
212,88,413,6,3
213,88,157,161,3
214,89,93,113,3
215,89,396,9,3
216,89,412,11,3
217,90,397,12,3
218,90,413,7,3
219,90,488,185,3
220,91,92,40,3
221,91,93,59,3
222,91,94,60,3
223,92,95,159,3
224,93,160,303,3
225,93,94,101,3
226,94,620,116,3
227,95,96,210,3
228,95,97,227,3
229,95,98,126,3
230,96,99,10,3
231,96,102,17,3
232,97,326,55,3
233,97,1100,75,3
234,98,160,297,3
235,98,161,527,3
236,99,100,12,3
237,99,101,96,3
238,100,1085,68,3
239,100,1086,22,3
240,101,126,140,3
241,101,127,35,3
242,102,106,274,3
243,102,414,654,3
244,103,104,4,3
245,103,105,52,3
246,103,106,129,3
247,104,913,31,3
248,104,782,52,3
249,105,782,4,3
250,105,678,197,3
251,106,912,167,3
252,107,108,76,3
253,107,109,10,3
254,107,110,119,3
255,107,398,17,3
256,108,480,102,3
257,109,399,18,3
258,109,590,72,3
259,109,110,104,3
260,110,586,92,3
261,111,760,442,3
262,111,151,17,3
263,112,760,7,3
264,112,762,112,3
265,113,114,16,3
266,113,115,6,3
267,113,116,11,3
268,113,1107,130,3
269,114,151,12,3
270,115,151,18,3
271,116,795,8,3
272,117,118,74,3
273,117,119,139,3
274,118,166,31,3
275,118,121,190,3
276,119,120,25,3
277,119,121,52,3
278,119,122,152,3
279,120,338,19,3
280,120,339,97,3
281,121,425,35,3
282,121,122,116,3
283,122,509,39,3
284,123,124,6,3
285,123,125,243,3
286,124,509,42,3
287,124,406,401,3
288,124,145,247,3
289,125,144,5,3
290,125,145,6,3
291,126,159,116,3
292,126,128,174,3
293,127,1097,59,3
294,127,330,116,3
295,128,129,6,3
296,128,130,73,3
297,129,770,13,3
298,129,767,70,3
299,129,486,78,3
300,130,131,20,3
301,130,132,58,3
302,131,204,12,3
303,131,764,132,3
304,131,769,12,3
305,132,159,135,3
306,132,480,119,3
307,133,134,26,3
308,133,135,8,3
309,134,787,5,3
310,134,141,674,3
311,135,1008,676,3
312,135,140,261,3
313,136,137,7,3
314,136,138,65,3
315,137,1008,264,3
316,137,1104,71,3
317,137,796,61,3
318,138,390,9,3
319,138,391,6,3
320,139,212,60,3
321,139,787,280,3
322,140,405,4,3
323,141,142,154,3
324,141,143,787,3
325,142,504,85,3
326,142,506,182,3
327,143,1006,4,3
328,143,1007,220,3
329,144,405,633,3
330,145,303,10,3
331,146,147,5,3
332,146,148,170,3
333,146,149,7,3
334,147,516,9,3
335,147,389,171,3
336,148,389,9,3
337,150,792,41,3
338,150,793,8,3
339,150,789,8,3
340,151,307,149,3
341,152,772,6,3
342,152,156,21,3
343,153,771,1244,3
344,153,155,37,3
345,154,155,10,3
346,154,156,7,3
347,154,157,165,3
348,155,370,63,3
349,155,372,147,3
350,156,358,48,3
351,156,625,180,3
352,157,372,15,3
353,157,625,12,3
354,158,411,37,3
355,158,397,188,3
356,159,329,16,3
357,160,162,307,3
358,161,711,347,3
359,161,304,70,3
360,162,163,115,3
361,162,164,205,3
362,162,165,92,3
363,163,417,34,3
364,163,418,98,3
365,164,416,106,3
366,165,418,111,3
367,165,416,125,3
368,165,416,278,3
369,166,167,54,3
370,166,168,47,3
371,167,303,40,3
372,167,424,45,3
373,167,425,166,3
374,168,171,100,3
375,169,170,60,3
376,169,171,90,3
377,169,172,105,3
378,170,340,99,3
379,170,340,180,3
380,170,341,64,3
381,171,437,43,3
382,172,435,37,3
383,172,341,41,3
384,173,174,24,3
385,173,175,96,3
386,174,176,51,3
387,174,177,41,3
388,175,379,36,3
389,175,535,26,3
390,176,536,41,3
391,176,535,118,3
392,177,178,55,3
393,178,343,52,3
394,178,347,44,3
395,179,180,5,3
396,179,181,23,3
397,179,182,131,3
398,180,736,61,3
399,180,744,373,3
400,180,804,159,3
401,181,724,66,3
402,182,728,54,3
403,182,729,24,3
404,183,184,111,3
405,183,185,5,3
406,183,186,77,3
407,184,636,5,3
408,184,627,125,3
409,184,637,114,3
410,185,891,62,3
411,185,626,75,3
412,185,636,112,3
413,186,624,43,3
414,186,626,6,3
415,186,187,252,3
416,187,188,165,3
417,187,189,68,3
418,188,189,106,3
419,188,597,44,3
420,189,601,130,3
421,190,191,97,3
422,190,192,119,3
423,190,193,225,3
424,190,194,406,3
425,191,302,31,3
426,191,452,142,3
427,191,299,440,3
428,192,402,46,3
429,192,451,240,3
430,193,573,13,3
431,193,451,127,3
432,194,561,92,3
433,194,299,36,3
434,195,196,95,3
435,195,197,35,3
436,195,198,177,3
437,196,464,228,3
438,196,575,135,3
439,197,576,73,3
440,197,584,134,3
441,198,469,136,3
442,198,470,37,3
443,199,200,16,3
444,199,201,66,3
445,199,202,23,3
446,200,603,43,3
447,200,967,23,3
448,201,592,136,3
449,201,478,106,3
450,202,967,21,3
451,203,204,41,3
452,203,205,27,3
453,203,206,8,3
454,204,763,12,3
455,204,407,133,3
456,205,598,223,3
457,205,593,134,3
458,206,485,61,3
459,206,765,34,3
460,207,208,100,3
461,207,209,98,3
462,207,210,88,3
463,207,211,240,3
464,208,381,85,3
465,208,382,232,3
466,209,491,106,3
467,209,489,135,3
468,209,490,100,3
469,210,381,100,3
470,210,386,185,3
471,210,490,104,3
472,211,489,176,3
473,211,382,136,3
474,211,488,245,3
475,212,491,21,3
476,212,392,13,3
477,213,214,107,3
478,213,215,285,3
479,213,216,302,3
480,214,217,69,3
481,214,218,259,3
482,214,219,120,3
483,215,938,18,3
484,215,779,44,3
485,216,880,6,3
486,216,780,5,3
487,216,881,2,3
488,217,313,85,3
489,217,937,189,3
490,218,790,33,3
491,218,785,59,3
492,219,220,84,3
493,219,221,442,3
494,219,222,76,3
495,220,222,20,3
496,220,222,755,3
497,221,223,4,3
498,221,224,150,3
499,223,1020,4,3
500,223,225,230,3
501,223,881,974,3
502,224,1018,97,3
503,224,1019,149,3
504,225,226,20,3
505,225,227,18,3
506,226,735,13,3
507,226,1023,20,3
508,227,1021,19,3
509,227,1022,36,3
510,228,229,47,3
511,228,230,13,3
512,228,231,119,3
513,229,898,41,3
514,229,231,76,3
515,230,735,26,3
516,230,733,90,3
517,231,899,40,3
518,232,233,33,3
519,232,234,121,3
520,232,235,68,3
521,232,236,39,3
522,233,706,32,3
523,233,1036,44,3
524,234,697,37,3
525,234,669,24,3
526,235,663,19,3
527,235,666,99,3
528,236,662,33,3
529,236,896,43,3
530,236,663,48,3
531,237,238,68,3
532,237,239,19,3
533,237,240,16,3
534,238,242,67,3
535,238,244,114,3
536,239,241,56,3
537,239,895,103,3
538,240,662,64,3
539,240,663,29,3
540,241,242,64,3
541,241,243,50,3
542,242,244,74,3
543,242,245,136,3
544,243,658,56,3
545,243,643,96,3
546,244,632,101,3
547,245,642,16,3
548,245,643,116,3
549,245,634,94,3
550,246,247,128,3
551,246,248,26,3
552,247,503,69,3
553,247,493,191,3
554,247,496,82,3
555,248,387,184,3
556,248,373,268,3
557,249,250,8,3
558,249,251,133,3
559,250,500,254,3
560,250,501,299,3
561,251,499,259,3
562,252,253,84,3
563,253,258,7,3
564,253,259,183,3
565,254,255,261,3
566,254,256,7,3
567,254,257,121,3
568,255,381,185,3
569,255,386,91,3
570,256,375,556,3
571,256,375,525,3
572,257,386,165,3
573,257,363,79,3
574,258,261,257,3
575,259,542,197,3
576,260,261,147,3
577,260,262,127,3
578,260,263,254,3
579,261,541,278,3
580,262,332,241,3
581,262,333,214,3
582,263,333,155,3
583,263,541,145,3
584,264,513,230,3
585,265,401,10,3
586,265,288,7,3
587,266,410,112,3
588,266,288,5,3
589,267,401,15,3
590,268,269,49,3
591,268,270,147,3
592,268,271,81,3
593,269,443,46,3
594,269,444,67,3
595,270,278,9,3
596,270,443,117,3
597,271,444,82,3
598,271,544,44,3
599,272,273,15,3
600,272,274,374,3
601,272,275,153,3
602,273,438,45,3
603,273,440,39,3
604,274,283,83,3
605,274,553,46,3
606,275,995,15,3
607,275,996,46,3
608,276,277,71,3
609,276,278,169,3
610,276,279,20,3
611,277,280,73,3
612,277,278,141,3
613,277,281,175,3
614,280,281,118,3
615,280,282,99,3
616,281,297,12,3
617,282,443,20,3
618,282,546,115,3
619,283,284,6,3
620,283,285,68,3
621,284,1002,18,3
622,284,290,29,3
623,284,290,37,3
624,285,289,16,3
625,285,290,54,3
626,286,287,20,3
627,286,288,42,3
628,287,1004,59,3
629,287,1042,13,3
630,288,554,60,3
631,289,1004,13,3
632,289,1069,37,3
633,290,552,10,3
634,290,553,90,3
635,291,292,217,3
636,291,293,36,3
637,291,294,341,3
638,291,295,134,3
639,292,298,103,3
640,292,300,42,3
641,292,301,125,3
642,293,556,2,3
643,293,296,339,3
644,294,296,44,3
645,294,297,170,3
646,295,559,109,3
647,295,560,113,3
648,296,551,42,3
649,297,548,92,3
650,298,299,42,3
651,299,300,93,3
652,300,561,47,3
653,300,556,216,3
654,301,564,41,3
655,301,568,85,3
656,304,305,61,3
657,304,306,363,3
658,305,916,60,3
659,305,917,98,3
660,306,695,8,3
661,306,760,88,3
662,307,308,68,3
663,307,309,132,3
664,307,310,289,3
665,308,808,68,3
666,308,808,85,3
667,308,809,66,3
668,308,811,26,3
669,309,748,119,3
670,309,749,795,3
671,311,312,42,3
672,311,313,62,3
673,311,314,70,3
674,312,792,19,3
675,312,933,7,3
676,313,930,79,3
677,314,753,344,3
678,314,966,81,3
679,315,316,69,3
680,315,317,66,3
681,316,537,41,3
682,316,540,103,3
683,317,540,41,3
684,318,319,203,3
685,318,320,132,3
686,318,321,218,3
687,319,463,140,3
688,320,451,219,3
689,320,575,202,3
690,320,576,136,3
691,321,451,145,3
692,322,338,158,3
693,322,338,178,3
694,323,394,26,3
695,323,410,473,3
696,324,404,12,3
697,324,1039,326,3
698,325,409,48,3
699,325,1039,3,3
700,326,327,69,3
701,327,328,64,3
702,327,1100,47,3
703,328,329,186,3
704,328,330,66,3
705,329,475,99,3
706,330,1098,63,3
707,331,335,41,3
708,331,389,248,3
709,332,532,166,3
710,332,539,91,3
711,333,539,218,3
712,334,335,3,3
713,334,336,15,3
714,334,337,121,3
715,335,433,61,3
716,336,342,61,3
717,336,529,42,3
718,337,344,3,3
719,337,346,99,3
720,340,349,10,3
721,341,380,45,3
722,342,343,45,3
723,342,344,41,3
724,343,530,40,3
725,344,348,48,3
726,345,346,44,3
727,345,347,93,3
728,346,348,76,3
729,347,348,47,3
730,349,379,7,3
731,349,380,53,3
732,350,351,13,3
733,350,352,91,3
734,350,353,105,3
735,351,391,66,3
736,351,356,59,3
737,352,356,19,3
738,352,383,76,3
739,353,384,29,3
740,353,385,14,3
741,354,355,36,3
742,354,356,46,3
743,354,357,169,3
744,355,366,38,3
745,355,367,119,3
746,357,367,82,3
747,358,620,188,3
748,359,360,11,3
749,359,361,41,3
750,359,362,92,3
751,361,376,64,3
752,361,378,119,3
753,362,365,304,3
754,362,377,53,3
755,363,364,169,3
756,363,365,46,3
757,364,492,9,3
758,364,386,103,3
759,365,376,406,3
760,366,367,124,3
761,366,368,9,3
762,368,1013,28,3
763,368,1104,239,3
764,370,371,245,3
765,370,372,147,3
766,371,382,231,3
767,371,488,202,3
768,372,413,174,3
769,373,374,10,3
770,373,375,43,3
771,374,387,227,3
772,374,388,100,3
773,376,1006,65,3
774,379,1113,27,3
775,380,430,124,3
776,380,533,41,3
777,384,390,44,3
778,384,531,146,3
779,385,537,41,3
780,385,531,102,3
781,387,493,148,3
782,389,428,42,3
783,390,1102,7,3
784,390,797,127,3
785,391,1102,7,3
786,391,1104,7,3
787,392,411,360,3
788,393,406,55,3
789,394,990,1725,3
790,398,399,10,3
791,398,400,102,3
792,398,764,95,3
793,399,407,95,3
794,399,408,101,3
795,400,764,7,3
796,400,480,68,3
797,400,767,141,3
798,401,447,124,3
799,402,567,7,3
800,404,567,79,3
801,407,408,5,3
802,407,764,9,3
803,408,593,65,3
804,408,765,140,3
805,409,557,4,3
806,410,554,88,3
807,412,625,152,3
808,414,679,5,3
809,414,778,12,3
810,415,418,484,3
811,415,502,93,3
812,417,423,53,3
813,417,741,759,3
814,418,419,88,3
815,419,420,6,3
816,419,423,100,3
817,420,421,221,3
818,420,422,144,3
819,422,423,109,3
820,424,437,101,3
821,424,518,57,3
822,425,509,122,3
823,426,427,43,3
824,426,428,44,3
825,426,429,81,3
826,427,524,37,3
827,427,1081,76,3
828,428,430,121,3
829,428,431,43,3
830,429,1081,28,3
831,429,517,40,3
832,430,525,42,3
833,430,436,44,3
834,431,520,76,3
835,431,432,43,3
836,432,433,84,3
837,432,434,58,3
838,433,434,76,3
839,434,520,39,3
840,435,436,45,3
841,435,437,164,3
842,436,524,39,3
843,436,522,103,3
844,437,519,41,3
845,438,439,117,3
846,438,440,19,3
847,439,544,117,3
848,439,545,135,3
849,440,441,89,3
850,440,442,207,3
851,441,445,69,3
852,441,446,203,3
853,442,443,99,3
854,442,545,37,3
855,442,546,50,3
856,444,545,34,3
857,445,450,164,3
858,445,548,176,3
859,446,546,36,3
860,446,547,89,3
861,447,448,56,3
862,447,449,120,3
863,447,450,356,3
864,448,556,34,3
865,448,551,342,3
866,449,558,89,3
867,450,551,137,3
868,452,455,31,3
869,452,453,54,3
870,453,454,35,3
871,454,455,54,3
872,454,456,66,3
873,454,457,149,3
874,455,574,63,3
875,456,582,49,3
876,456,583,111,3
877,458,459,30,3
878,458,460,30,3
879,458,461,126,3
880,459,465,55,3
881,459,584,39,3
882,460,582,128,3
883,460,587,51,3
884,461,576,44,3
885,461,573,164,3
886,462,463,221,3
887,462,464,135,3
888,463,575,1,3
889,464,592,38,3
890,464,471,138,3
891,465,466,5,3
892,465,467,97,3
893,466,587,66,3
894,466,589,143,3
895,467,472,71,3
896,467,469,41,3
897,467,591,172,3
898,468,593,221,3
899,468,598,134,3
900,469,584,64,3
901,470,471,185,3
902,470,472,80,3
903,470,473,169,3
904,471,474,44,3
905,472,594,165,3
906,473,610,46,3
907,473,609,24,3
908,474,478,166,3
909,474,592,132,3
910,475,480,148,3
911,476,477,93,3
912,476,478,147,3
913,476,479,131,3
914,477,602,15,3
915,477,605,53,3
916,479,483,35,3
917,479,612,71,3
918,481,482,117,3
919,481,483,49,3
920,481,484,45,3
921,482,485,63,3
922,482,1109,40,3
923,483,1108,42,3
924,485,486,31,3
925,486,487,10,3
926,487,773,579,3
927,487,766,63,3
928,489,491,136,3
929,490,492,180,3
930,492,787,106,3
931,493,495,74,3
932,495,496,196,3
933,495,497,367,3
934,496,501,368,3
935,497,500,300,3
936,497,501,227,3
937,498,499,83,3
938,499,500,139,3
939,501,505,72,3
940,503,505,471,3
941,507,510,522,3
942,508,511,338,3
943,508,512,96,3
944,510,511,78,3
945,510,523,223,3
946,511,515,57,3
947,512,515,237,3
948,513,514,182,3
949,514,521,130,3
950,514,515,325,3
951,516,517,33,3
952,517,518,79,3
953,517,519,63,3
954,518,519,66,3
955,519,522,38,3
956,520,525,41,3
957,521,527,80,3
958,521,528,2,3
959,522,1080,30,3
960,523,527,474,3
961,523,539,80,3
962,524,1080,84,3
963,525,526,76,3
964,526,529,40,3
965,526,534,124,3
966,527,543,208,3
967,529,530,107,3
968,530,536,16,3
969,531,538,40,3
970,533,534,77,3
971,533,535,40,3
972,534,536,41,3
973,537,538,102,3
974,538,540,41,3
975,541,542,76,3
976,542,543,17,3
977,544,545,87,3
978,547,548,50,3
979,547,1083,66,3
980,548,551,169,3
981,549,550,109,3
982,550,1001,50,3
983,550,998,31,3
984,553,1001,56,3
985,554,555,221,3
986,557,558,243,3
987,557,1039,48,3
988,558,561,6,3
989,559,565,62,3
990,559,560,97,3
991,560,564,76,3
992,562,563,532,3
993,563,588,74,3
994,563,579,820,3
995,564,569,45,3
996,565,569,96,3
997,565,570,64,3
998,566,567,204,3
999,567,1041,161,3
1000,568,570,94,3
1001,568,569,64,3
1002,570,572,21,3
1003,571,572,47,3
1004,572,911,582,3
1005,573,574,127,3
1006,574,582,4,3
1007,577,578,251,3
1008,578,585,125,3
1009,578,977,7,3
1010,579,580,81,3
1011,579,581,213,3
1012,580,978,9,3
1013,580,585,89,3
1014,581,588,38,3
1015,581,910,324,3
1016,583,587,16,3
1017,585,586,246,3
1018,586,588,204,3
1019,589,595,37,3
1020,589,596,117,3
1021,590,593,122,3
1022,591,596,6,3
1023,591,606,57,3
1024,594,610,20,3
1025,594,606,43,3
1026,595,599,37,3
1027,595,600,80,3
1028,596,600,85,3
1029,597,599,129,3
1030,598,612,10,3
1031,599,601,208,3
1032,600,607,114,3
1033,601,616,93,3
1034,602,603,7,3
1035,602,604,21,3
1036,603,968,22,3
1037,604,968,8,3
1038,604,605,82,3
1039,605,612,78,3
1040,606,611,73,3
1041,607,615,39,3
1042,607,611,75,3
1043,607,616,40,3
1044,608,609,237,3
1045,609,613,123,3
1046,610,969,29,3
1047,611,614,38,3
1048,614,615,70,3
1049,614,617,38,3
1050,615,618,33,3
1051,616,1005,73,3
1052,617,618,78,3
1053,617,623,34,3
1054,618,619,36,3
1055,619,623,65,3
1056,619,621,36,3
1057,620,625,139,3
1058,621,622,26,3
1059,621,623,83,3
1060,626,892,61,3
1061,627,628,38,3
1062,627,629,235,3
1063,628,630,134,3
1064,628,631,75,3
1065,630,644,70,3
1066,630,631,126,3
1067,631,635,68,3
1068,632,633,395,3
1069,632,634,37,3
1070,633,651,144,3
1071,633,652,37,3
1072,633,653,41,3
1073,634,892,107,3
1074,635,644,136,3
1075,635,648,240,3
1076,636,656,111,3
1077,636,645,43,3
1078,637,644,38,3
1079,637,656,3,3
1080,637,657,79,3
1081,638,639,189,3
1082,639,640,345,3
1083,639,641,252,3
1084,640,722,118,3
1085,641,840,64,3
1086,641,843,245,3
1087,642,889,34,3
1088,642,890,70,3
1089,643,647,19,3
1090,644,648,76,3
1091,645,646,24,3
1092,645,647,102,3
1093,646,660,38,3
1094,646,660,146,3
1095,647,655,51,3
1096,648,657,51,3
1097,649,650,19,3
1098,650,654,32,3
1099,650,653,68,3
1100,651,652,97,3
1101,651,652,150,3
1102,653,906,30,3
1103,653,909,87,3
1104,654,906,67,3
1105,654,662,95,3
1106,656,659,37,3
1107,656,806,160,3
1108,657,667,81,3
1109,658,674,16,3
1110,658,1026,15,3
1111,659,660,34,3
1112,659,661,67,3
1113,661,664,12,3
1114,661,665,77,3
1115,664,681,41,3
1116,664,665,58,3
1117,665,690,62,3
1118,666,702,23,3
1119,666,703,68,3
1120,667,806,2,3
1121,667,729,96,3
1122,668,669,50,3
1123,668,670,9,3
1124,668,671,53,3
1125,669,904,248,3
1126,670,676,18,3
1127,670,677,149,3
1128,672,673,65,3
1129,672,674,19,3
1130,672,675,16,3
1131,673,688,45,3
1132,673,689,286,3
1133,674,1079,30,3
1134,675,690,36,3
1135,675,1078,54,3
1136,676,1037,23,3
1137,676,908,16,3
1138,677,908,111,3
1139,677,905,132,3
1140,678,679,5,3
1141,678,680,25,3
1142,679,788,9,3
1143,679,781,3,3
1144,680,693,38,3
1145,680,929,58,3
1146,681,682,96,3
1147,681,683,114,3
1148,682,683,24,3
1149,682,691,22,3
1150,683,701,23,3
1151,684,685,33,3
1152,684,686,37,3
1153,684,687,69,3
1154,685,687,33,3
1155,685,895,34,3
1156,685,895,92,3
1157,686,702,63,3
1158,686,704,66,3
1159,687,897,72,3
1160,688,692,36,3
1161,688,700,158,3
1162,689,732,50,3
1163,689,730,140,3
1164,690,691,13,3
1165,691,692,30,3
1166,692,705,23,3
1167,693,694,19,3
1168,693,695,19,3
1169,693,696,112,3
1170,695,915,114,3
1171,696,915,29,3
1172,696,918,11,3
1173,696,914,111,3
1174,697,698,78,3
1175,697,699,24,3
1176,698,706,17,3
1177,698,707,22,3
1178,699,708,6,3
1179,699,707,77,3
1180,700,713,29,3
1181,700,725,5,3
1182,701,712,34,3
1183,701,705,70,3
1184,702,1077,40,3
1185,703,715,43,3
1186,703,716,30,3
1187,704,715,43,3
1188,704,720,31,3
1189,704,721,18,3
1190,705,713,37,3
1191,706,1035,46,3
1192,707,718,6,3
1193,708,709,44,3
1194,708,710,24,3
1195,709,718,33,3
1196,709,903,23,3
1197,710,1034,6,3
1198,710,903,44,3
1199,712,713,72,3
1200,712,714,35,3
1201,714,725,72,3
1202,714,725,140,3
1203,715,1073,24,3
1204,716,717,42,3
1205,716,1074,35,3
1206,717,718,5,3
1207,717,719,40,3
1208,719,1028,31,3
1209,719,898,53,3
1210,720,730,42,3
1211,720,1027,41,3
1212,722,723,85,3
1213,722,724,248,3
1214,723,724,148,3
1215,726,727,11,3
1216,727,1073,19,3
1217,727,1072,39,3
1218,728,802,28,3
1219,728,803,156,3
1220,728,740,144,3
1221,729,804,5,3
1222,730,731,29,3
1223,731,733,120,3
1224,731,1071,23,3
1225,732,803,25,3
1226,732,801,147,3
1227,733,734,44,3
1228,734,1070,38,3
1229,734,1071,56,3
1230,735,1024,23,3
1231,736,737,80,3
1232,736,738,59,3
1233,737,739,30,3
1234,737,746,64,3
1235,738,739,68,3
1236,738,740,4,3
1237,739,747,31,3
1238,740,801,115,3
1239,742,743,39,3
1240,742,744,180,3
1241,742,745,131,3
1242,743,745,296,3
1243,743,745,174,3
1244,746,747,62,3
1245,746,747,115,3
1246,748,750,1,3
1247,748,1106,184,3
1248,750,751,304,3
1249,750,752,328,3
1250,751,1130,14,3
1251,751,1133,38,3
1252,752,1115,110,3
1253,752,1116,187,3
1254,755,756,11,3
1255,755,759,32,3
1256,756,757,75,3
1257,756,758,205,3
1258,759,1110,22,3
1259,759,1111,80,3
1260,760,761,108,3
1261,761,762,6,3
1262,761,781,35,3
1263,762,788,32,3
1264,762,784,12,3
1265,763,766,6,3
1266,763,769,12,3
1267,763,775,644,3
1268,765,766,5,3
1269,767,768,4,3
1270,768,769,8,3
1271,768,770,61,3
1272,769,777,657,3
1273,770,778,597,3
1274,773,774,38,3
1275,773,775,7,3
1276,774,779,6,3
1277,774,780,621,3
1278,775,776,38,3
1279,775,777,15,3
1280,776,779,9,3
1281,776,788,19,3
1282,776,784,18,3
1283,777,778,6,3
1284,777,788,24,3
1285,779,786,4,3
1286,780,878,7,3
1287,781,782,206,3
1288,782,942,18,3
1289,783,784,5,3
1290,783,785,101,3
1291,783,786,7,3
1292,785,790,48,3
1293,786,941,261,3
1294,789,791,97,3
1295,792,934,7,3
1296,793,794,38,3
1297,793,795,9,3
1298,794,934,2,3
1299,794,932,50,3
1300,797,798,16,3
1301,799,800,17,3
1302,801,803,36,3
1303,802,805,66,3
1304,802,804,47,3
1305,804,806,96,3
1306,806,807,107,3
1307,808,945,3,3
1308,809,810,16,3
1309,809,945,4,3
1310,810,811,30,3
1311,810,812,22,3
1312,811,954,20,3
1313,812,946,9,3
1314,812,955,8,3
1315,813,814,53,3
1316,813,815,27,3
1317,813,816,128,3
1318,814,818,86,3
1319,814,816,81,3
1320,814,820,51,3
1321,815,817,58,3
1322,815,817,218,3
1323,816,819,51,3
1324,817,818,53,3
1325,818,821,51,3
1326,819,820,89,3
1327,820,821,86,3
1328,820,822,56,3
1329,821,823,56,3
1330,822,823,86,3
1331,822,824,41,3
1332,823,826,56,3
1333,824,825,246,3
1334,825,826,62,3
1335,825,834,76,3
1336,826,827,350,3
1337,827,831,139,3
1338,827,828,86,3
1339,828,829,139,3
1340,828,830,88,3
1341,829,831,79,3
1342,829,832,88,3
1343,829,841,133,3
1344,830,832,139,3
1345,830,833,37,3
1346,831,839,133,3
1347,831,834,357,3
1348,832,836,32,3
1349,832,842,133,3
1350,834,835,133,3
1351,835,837,225,3
1352,835,838,128,3
