#number,Node1,Node2,Length,Width
368,205,208,105.0,3
369,206,373,99.0,3
370,206,373,180.0,3
371,206,374,64.0,3
372,207,467,43.0,3
373,208,465,37.0,3
374,208,374,41.0,3
375,209,210,24.0,3
376,209,211,96.0,3
377,210,212,51.0,3
378,210,213,41.0,3
379,211,411,36.0,3
380,211,564,26.0,3
381,212,565,41.0,3
382,212,564,118.0,3
383,213,214,55.0,3
384,214,376,52.0,3
385,214,379,44.0,3
386,215,216,5.0,3
387,215,217,23.0,3
388,215,218,131.0,3
389,216,760,61.0,3
390,216,767,373.0,3
391,216,822,159.0,3
392,217,748,66.0,3
393,218,752,54.0,3
394,218,753,24.0,3
395,219,220,111.0,3
396,219,221,5.0,3
397,219,222,77.0,3
398,220,661,5.0,3
399,220,652,125.0,3
400,220,662,114.0,3
401,221,906,62.0,3
402,221,651,75.0,3
403,221,661,112.0,3
404,222,649,43.0,3
405,222,651,6.0,3
406,222,223,252.0,3
407,223,224,165.0,3
408,223,225,68.0,3
409,224,225,106.0,3
410,224,622,44.0,3
411,225,626,130.0,3
412,226,227,97.0,3
413,226,228,119.0,3
414,226,229,225.0,3
415,226,230,406.0,3
416,227,336,31.0,3
417,227,482,142.0,3
418,227,333,440.0,3
419,228,433,46.0,3
420,228,481,240.0,3
421,229,600,13.0,3
422,229,481,127.0,3
423,230,588,92.0,3
424,230,333,36.0,3
425,231,232,95.0,3
426,231,233,35.0,3
427,231,234,177.0,3
428,232,494,228.0,3
429,232,493,135.0,3
430,233,602,73.0,3
431,233,609,134.0,3
432,234,499,136.0,3
433,234,500,37.0,3
434,235,236,16.0,3
435,235,237,66.0,3
436,235,238,23.0,3
437,236,628,43.0,3
438,236,977,23.0,3
439,237,617,136.0,3
440,237,508,106.0,3
441,238,977,21.0,3
442,239,240,41.0,3
443,239,241,27.0,3
444,239,242,8.0,3
445,240,785,12.0,3
446,240,437,133.0,3
447,241,623,223.0,3
448,241,618,134.0,3
449,242,515,61.0,3
450,242,787,34.0,3
451,243,244,100.0,3
452,243,245,98.0,3
453,243,246,88.0,3
454,243,247,240.0,3
455,244,413,85.0,3
456,244,414,232.0,3
457,245,521,106.0,3
458,245,519,135.0,3
459,245,520,100.0,3
460,246,413,100.0,3
461,246,418,185.0,3
462,246,520,104.0,3
463,247,519,176.0,3
464,247,414,136.0,3
465,247,518,245.0,3
466,248,521,21.0,3
467,248,424,13.0,3
468,249,250,107.0,3
469,249,251,285.0,3
470,249,252,302.0,3
471,250,253,69.0,3
472,250,254,259.0,3
473,250,255,120.0,3
474,251,950,18.0,3
475,251,800,44.0,3
476,252,896,6.0,3
477,252,801,5.0,3
478,253,347,85.0,3
479,253,949,189.0,3
480,254,808,33.0,3
481,254,804,59.0,3
482,255,256,84.0,3
483,255,257,442.0,3
484,255,258,76.0,3
485,256,258,20.0,3
486,256,258,755.0,3
487,257,259,150.0,3
488,257,260,230.0,3
489,257,252,974.0,3
490,259,1025,97.0,3
491,259,1026,149.0,3
492,260,261,20.0,3
493,260,262,18.0,3
494,261,759,13.0,3
495,261,1029,20.0,3
496,262,1027,19.0,3
497,262,1028,36.0,3
498,263,264,47.0,3
499,263,265,13.0,3
500,263,266,119.0,3
501,264,913,41.0,3
502,264,266,76.0,3
503,265,759,26.0,3
504,265,757,90.0,3
505,266,914,40.0,3
506,267,268,33.0,3
507,267,269,121.0,3
508,267,270,68.0,3
509,267,271,39.0,3
510,268,730,32.0,3
511,268,1042,44.0,3
512,269,721,37.0,3
513,269,693,24.0,3
514,270,687,19.0,3
515,270,690,99.0,3
516,271,686,33.0,3
517,271,911,43.0,3
518,271,687,48.0,3
519,272,273,68.0,3
520,272,274,19.0,3
521,272,275,16.0,3
522,273,277,67.0,3
523,273,279,114.0,3
524,274,276,56.0,3
525,274,910,103.0,3
526,275,686,64.0,3
527,275,687,29.0,3
528,276,277,64.0,3
529,276,278,50.0,3
530,277,279,74.0,3
531,277,280,136.0,3
532,278,682,56.0,3
533,278,668,96.0,3
534,279,657,101.0,3
535,280,667,16.0,3
536,280,668,116.0,3
537,280,659,94.0,3
538,281,282,128.0,3
539,281,283,26.0,3
540,282,533,69.0,3
541,282,523,191.0,3
542,282,526,82.0,3
543,283,419,184.0,3
544,283,405,268.0,3
545,284,285,8.0,3
546,284,286,133.0,3
547,285,530,254.0,3
548,285,531,299.0,3
549,286,529,259.0,3
550,287,288,84.0,3
551,288,293,7.0,3
552,288,294,183.0,3
553,289,290,261.0,3
554,289,291,7.0,3
555,289,292,121.0,3
556,290,413,185.0,3
557,290,418,91.0,3
558,291,407,556.0,3
559,291,407,525.0,3
560,292,418,165.0,3
561,292,395,79.0,3
562,293,296,257.0,3
563,294,571,197.0,3
564,295,296,147.0,3
565,295,297,127.0,3
566,295,298,254.0,3
567,296,570,278.0,3
568,297,366,241.0,3
569,297,367,214.0,3
570,298,367,155.0,3
571,298,570,145.0,3
572,299,543,230.0,3
573,300,432,10.0,3
574,300,322,7.0,3
575,301,440,112.0,3
576,301,322,5.0,3
577,58,432,15.0,3
578,302,303,49.0,3
579,302,304,147.0,3
580,302,305,81.0,3
581,303,473,46.0,3
582,303,474,67.0,3
583,304,312,9.0,3
584,304,473,117.0,3
585,305,474,82.0,3
586,305,573,44.0,3
587,306,307,15.0,3
588,306,308,374.0,3
589,306,309,153.0,3
590,307,468,45.0,3
591,307,470,39.0,3
592,308,317,83.0,3
593,308,582,46.0,3
594,309,1004,15.0,3
595,309,1005,46.0,3
596,310,311,71.0,3
597,310,312,169.0,3
598,310,313,20.0,3
599,311,314,73.0,3
600,311,312,141.0,3
601,311,315,175.0,3
602,314,315,118.0,3
603,314,316,99.0,3
604,315,331,12.0,3
605,316,473,20.0,3
606,316,575,115.0,3
607,317,318,6.0,3
608,317,319,68.0,3
609,318,1011,18.0,3
610,318,324,29.0,3
611,318,324,37.0,3
612,319,323,16.0,3
613,319,324,54.0,3
614,320,321,20.0,3
615,320,322,42.0,3
616,321,1012,59.0,3
617,321,1047,13.0,3
618,322,583,60.0,3
619,323,1012,13.0,3
620,323,1071,37.0,3
621,324,581,10.0,3
622,324,582,90.0,3
623,325,326,217.0,3
624,325,327,36.0,3
625,325,328,341.0,3
626,325,329,134.0,3
627,326,332,103.0,3
628,326,334,42.0,3
629,326,335,125.0,3
630,327,330,339.0,3
631,328,330,44.0,3
632,328,331,170.0,3
633,329,586,109.0,3
634,329,587,113.0,3
635,330,580,42.0,3
636,331,577,92.0,3
637,332,333,42.0,3
638,333,334,93.0,3
639,334,588,47.0,3
640,334,327,216.0,3
641,335,591,41.0,3
642,335,595,85.0,3
643,338,339,61.0,3
644,338,340,363.0,3
645,339,931,60.0,3
646,339,932,98.0,3
647,340,719,8.0,3
648,340,782,88.0,3
649,341,342,68.0,3
650,341,343,132.0,3
651,341,344,289.0,3
652,342,825,68.0,3
653,342,825,85.0,3
654,342,826,66.0,3
655,342,828,26.0,3
656,343,771,119.0,3
657,343,772,795.0,3
658,345,346,42.0,3
659,345,347,62.0,3
660,345,348,70.0,3
661,346,810,19.0,3
662,346,947,7.0,3
663,347,945,79.0,3
664,348,775,344.0,3
665,348,976,81.0,3
666,349,350,69.0,3
667,349,351,66.0,3
668,350,566,41.0,3
669,350,569,103.0,3
670,351,569,41.0,3
671,352,353,203.0,3
672,352,354,132.0,3
673,352,355,218.0,3
674,353,493,140.0,3
675,354,481,219.0,3
676,354,493,202.0,3
677,354,602,136.0,3
678,355,481,145.0,3
679,356,371,158.0,3
680,356,371,178.0,3
681,357,426,26.0,3
682,357,440,473.0,3
683,358,435,12.0,3
684,358,359,326.0,3
685,359,439,48.0,3
686,360,361,69.0,3
687,361,362,64.0,3
688,361,1102,47.0,3
689,362,363,186.0,3
690,362,364,66.0,3
691,363,505,99.0,3
692,364,1100,63.0,3
693,365,368,41.0,3
694,365,421,248.0,3
695,366,561,166.0,3
696,366,568,91.0,3
697,367,568,218.0,3
698,368,369,15.0,3
699,368,370,121.0,3
700,368,463,61.0,3
701,369,375,61.0,3
702,369,558,42.0,3
703,370,378,99.0,3
704,373,381,10.0,3
705,374,412,45.0,3
706,375,376,45.0,3
707,375,370,41.0,3
708,376,559,40.0,3
709,370,380,48.0,3
710,377,378,44.0,3
711,377,379,93.0,3
712,378,380,76.0,3
713,379,380,47.0,3
714,381,411,7.0,3
715,381,412,53.0,3
716,382,383,13.0,3
717,382,384,91.0,3
718,382,385,105.0,3
719,383,423,66.0,3
720,383,388,59.0,3
721,384,388,19.0,3
722,384,415,76.0,3
723,385,416,29.0,3
724,385,417,14.0,3
725,386,387,36.0,3
726,386,388,46.0,3
727,386,389,169.0,3
728,387,398,38.0,3
729,387,399,119.0,3
730,389,399,82.0,3
731,390,645,188.0,3
732,391,392,11.0,3
733,391,393,41.0,3
734,391,394,92.0,3
735,393,408,64.0,3
736,393,410,119.0,3
737,394,397,304.0,3
738,394,409,53.0,3
739,395,396,169.0,3
740,395,397,46.0,3
741,396,522,9.0,3
742,396,418,103.0,3
743,397,408,406.0,3
744,398,399,124.0,3
745,398,400,9.0,3
746,400,1020,28.0,3
747,400,1106,239.0,3
748,402,403,245.0,3
749,402,404,147.0,3
750,403,414,231.0,3
751,403,518,202.0,3
752,404,443,174.0,3
753,405,406,10.0,3
754,405,407,43.0,3
755,406,419,227.0,3
756,406,420,100.0,3
757,408,179,65.0,3
758,411,1115,27.0,3
759,412,460,124.0,3
760,412,562,41.0,3
761,416,422,44.0,3
762,416,560,146.0,3
763,417,566,41.0,3
764,417,560,102.0,3
765,419,523,148.0,3
766,421,458,42.0,3
767,422,1104,7.0,3
768,422,815,127.0,3
769,423,1104,7.0,3
770,423,1106,7.0,3
771,424,441,360.0,3
772,425,436,55.0,3
773,426,999,1725.0,3
774,429,430,10.0,3
775,429,431,102.0,3
776,429,786,95.0,3
777,430,437,95.0,3
778,430,438,101.0,3
779,431,786,7.0,3
780,431,510,68.0,3
781,431,789,141.0,3
782,432,477,124.0,3
783,433,594,7.0,3
784,435,594,79.0,3
785,437,438,5.0,3
786,437,786,9.0,3
787,438,618,65.0,3
788,438,787,140.0,3
789,440,583,88.0,3
790,442,650,152.0,3
791,444,703,5.0,3
792,444,799,12.0,3
793,445,448,484.0,3
794,445,532,93.0,3
795,447,453,53.0,3
796,447,764,759.0,3
797,448,449,88.0,3
798,449,450,6.0,3
799,449,453,100.0,3
800,450,451,221.0,3
801,450,452,144.0,3
802,452,453,109.0,3
803,454,467,101.0,3
804,454,548,57.0,3
805,455,539,122.0,3
806,456,457,43.0,3
807,456,458,44.0,3
808,456,459,81.0,3
809,457,554,37.0,3
810,457,1083,76.0,3
811,458,460,121.0,3
812,458,461,43.0,3
813,459,1083,28.0,3
814,459,547,40.0,3
815,460,555,42.0,3
816,460,466,44.0,3
817,461,550,76.0,3
818,461,462,43.0,3
819,462,463,84.0,3
820,462,464,58.0,3
821,463,464,76.0,3
822,464,550,39.0,3
823,465,466,45.0,3
824,465,467,164.0,3
825,466,554,39.0,3
826,466,552,103.0,3
827,467,549,41.0,3
828,468,469,117.0,3
829,468,470,19.0,3
830,469,573,117.0,3
831,469,574,135.0,3
832,470,471,89.0,3
833,470,472,207.0,3
834,471,475,69.0,3
835,471,476,203.0,3
836,472,473,99.0,3
837,472,574,37.0,3
838,472,575,50.0,3
839,474,574,34.0,3
840,475,480,164.0,3
841,475,577,176.0,3
842,476,575,36.0,3
843,476,576,89.0,3
844,477,478,56.0,3
845,477,479,120.0,3
846,477,480,356.0,3
847,478,327,34.0,3
848,478,580,342.0,3
849,479,585,89.0,3
850,480,580,137.0,3
851,482,485,31.0,3
852,482,483,54.0,3
853,483,484,35.0,3
854,484,485,54.0,3
855,484,486,66.0,3
856,484,487,149.0,3
857,485,601,63.0,3
858,486,601,49.0,3
859,486,608,111.0,3
860,488,489,30.0,3
861,488,490,30.0,3
862,488,491,126.0,3
863,489,495,55.0,3
864,489,609,39.0,3
865,490,601,128.0,3
866,490,612,51.0,3
867,491,602,44.0,3
868,491,600,164.0,3
869,492,493,221.0,3
870,492,494,135.0,3
871,494,617,38.0,3
872,494,501,138.0,3
873,495,496,5.0,3
874,495,497,97.0,3
875,496,612,66.0,3
876,496,614,143.0,3
877,497,502,71.0,3
878,497,499,41.0,3
879,497,616,172.0,3
880,498,618,221.0,3
881,498,623,134.0,3
882,499,609,64.0,3
883,500,501,185.0,3
884,500,502,80.0,3
885,500,503,169.0,3
886,501,504,44.0,3
887,502,619,165.0,3
888,503,635,46.0,3
889,503,634,24.0,3
890,504,508,166.0,3
891,504,617,132.0,3
892,505,510,148.0,3
893,506,507,93.0,3
894,506,508,147.0,3
895,506,509,131.0,3
896,507,627,15.0,3
897,507,630,53.0,3
898,509,513,35.0,3
899,509,637,71.0,3
900,511,512,117.0,3
901,511,513,49.0,3
902,511,514,45.0,3
903,512,515,63.0,3
904,512,1111,40.0,3
905,513,1110,42.0,3
906,515,516,31.0,3
907,516,517,10.0,3
908,517,794,579.0,3
909,517,788,63.0,3
910,519,521,136.0,3
911,520,522,180.0,3
912,522,805,106.0,3
913,523,525,74.0,3
914,525,526,196.0,3
915,525,527,367.0,3
916,526,531,368.0,3
917,527,530,300.0,3
918,527,531,227.0,3
919,528,529,83.0,3
920,529,530,139.0,3
921,531,535,72.0,3
922,533,535,471.0,3
923,537,540,522.0,3
924,538,541,338.0,3
925,538,542,96.0,3
926,540,541,78.0,3
927,540,553,223.0,3
928,541,545,57.0,3
929,542,545,237.0,3
930,543,544,182.0,3
931,544,551,130.0,3
932,544,545,325.0,3
933,546,547,33.0,3
934,547,548,79.0,3
935,547,549,63.0,3
936,548,549,66.0,3
937,549,552,38.0,3
938,550,555,41.0,3
939,551,557,80.0,3
940,552,1082,30.0,3
941,553,557,474.0,3
942,553,568,80.0,3
943,554,1082,84.0,3
944,555,556,76.0,3
945,556,558,40.0,3
946,556,563,124.0,3
947,557,572,208.0,3
948,558,559,107.0,3
949,559,565,16.0,3
950,560,567,40.0,3
951,562,563,77.0,3
952,562,564,40.0,3
953,563,565,41.0,3
954,566,567,102.0,3
955,567,569,41.0,3
956,570,571,76.0,3
957,571,572,17.0,3
958,573,574,87.0,3
959,576,577,50.0,3
960,576,1085,66.0,3
961,577,580,169.0,3
962,578,579,109.0,3
963,579,1010,50.0,3
964,579,1007,31.0,3
965,582,1010,56.0,3
966,583,584,221.0,3
967,439,585,243.0,3
968,439,359,48.0,3
969,585,588,6.0,3
970,586,592,62.0,3
971,586,587,97.0,3
972,587,591,76.0,3
973,589,590,532.0,3
974,590,613,74.0,3
975,590,605,820.0,3
976,591,596,45.0,3
977,592,596,96.0,3
978,592,597,64.0,3
979,593,594,204.0,3
980,594,1046,161.0,3
981,595,597,94.0,3
982,595,596,64.0,3
983,597,599,21.0,3
984,598,599,47.0,3
985,599,926,582.0,3
986,600,601,127.0,3
987,603,604,251.0,3
988,604,610,125.0,3
989,604,986,7.0,3
990,605,606,81.0,3
991,605,607,213.0,3
992,606,987,9.0,3
993,606,610,89.0,3
994,607,613,38.0,3
995,607,925,324.0,3
996,608,612,16.0,3
997,610,611,246.0,3
998,611,613,204.0,3
999,614,620,37.0,3
1000,614,621,117.0,3
1001,615,618,122.0,3
1002,616,621,6.0,3
1003,616,631,57.0,3
1004,619,635,20.0,3
1005,619,631,43.0,3
1006,620,624,37.0,3
1007,620,625,80.0,3
1008,621,625,85.0,3
1009,622,624,129.0,3
1010,623,637,10.0,3
1011,624,626,208.0,3
1012,625,632,114.0,3
1013,626,641,93.0,3
1014,627,628,7.0,3
1015,627,629,21.0,3
1016,628,978,22.0,3
1017,629,978,8.0,3
1018,629,630,82.0,3
1019,630,637,78.0,3
1020,631,636,73.0,3
1021,632,640,39.0,3
1022,632,636,75.0,3
1023,632,641,40.0,3
1024,633,634,237.0,3
1025,634,638,123.0,3
1026,635,979,29.0,3
1027,636,639,38.0,3
1028,639,640,70.0,3
1029,639,642,38.0,3
1030,640,643,33.0,3
1031,641,1013,73.0,3
1032,642,643,78.0,3
1033,642,648,34.0,3
1034,643,644,36.0,3
1035,644,648,65.0,3
1036,644,646,36.0,3
1037,645,650,139.0,3
1038,646,647,26.0,3
1039,646,648,83.0,3
1040,651,907,61.0,3
1041,652,653,38.0,3
1042,652,654,235.0,3
1043,653,655,134.0,3
1044,653,656,75.0,3
1045,655,669,70.0,3
1046,655,656,126.0,3
1047,656,660,68.0,3
1048,657,658,395.0,3
1049,657,659,37.0,3
1050,658,676,144.0,3
1051,658,677,37.0,3
1052,658,678,41.0,3
1053,659,907,107.0,3
1054,660,669,136.0,3
1055,660,673,240.0,3
1056,661,662,111.0,3
1057,661,670,43.0,3
1058,662,669,38.0,3
1059,662,681,79.0,3
1060,663,664,189.0,3
1061,664,665,345.0,3
1062,664,666,252.0,3
1063,665,746,118.0,3
1064,666,857,64.0,3
1065,666,860,245.0,3
1066,667,904,34.0,3
1067,667,905,70.0,3
1068,668,672,19.0,3
1069,669,673,76.0,3
1070,670,671,24.0,3
1071,670,672,102.0,3
1072,671,684,38.0,3
1073,671,684,146.0,3
1074,672,680,51.0,3
1075,673,681,51.0,3
1076,674,675,19.0,3
1077,675,679,32.0,3
1078,675,678,68.0,3
1079,676,677,97.0,3
1080,676,677,150.0,3
1081,678,921,30.0,3
1082,678,924,87.0,3
1083,679,921,67.0,3
1084,679,686,95.0,3
1085,662,683,37.0,3
1086,662,691,160.0,3
1087,681,691,81.0,3
1088,682,698,16.0,3
1089,682,1032,15.0,3
1090,683,684,34.0,3
1091,683,685,67.0,3
1092,685,688,12.0,3
1093,685,689,77.0,3
1094,688,705,41.0,3
1095,688,689,58.0,3
1096,689,714,62.0,3
1097,690,726,23.0,3
1098,690,727,68.0,3
1099,691,753,96.0,3
1100,692,693,50.0,3
1101,692,694,9.0,3
1102,692,695,53.0,3
1103,693,919,248.0,3
1104,694,700,18.0,3
1105,694,701,149.0,3
1106,696,697,65.0,3
1107,696,698,19.0,3
1108,696,699,16.0,3
1109,697,712,45.0,3
1110,697,713,286.0,3
1111,698,1081,30.0,3
1112,699,714,36.0,3
1113,699,1080,54.0,3
1114,700,1043,23.0,3
1115,700,923,16.0,3
1116,701,923,111.0,3
1117,701,920,132.0,3
1118,702,703,5.0,3
1119,702,704,25.0,3
1120,703,806,9.0,3
1121,704,717,38.0,3
1122,704,944,58.0,3
1123,705,706,96.0,3
1124,705,707,114.0,3
1125,706,707,24.0,3
1126,706,715,22.0,3
1127,707,725,23.0,3
1128,708,709,33.0,3
1129,708,710,37.0,3
1130,708,711,69.0,3
1131,709,711,33.0,3
1132,709,910,34.0,3
1133,709,910,92.0,3
1134,710,726,63.0,3
1135,710,728,66.0,3
1136,711,912,72.0,3
1137,712,716,36.0,3
1138,712,724,158.0,3
1139,713,756,50.0,3
1140,713,754,140.0,3
1141,714,715,13.0,3
1142,715,716,30.0,3
1143,716,729,23.0,3
1144,717,718,19.0,3
1145,717,719,19.0,3
1146,717,720,112.0,3
