#number,Node1,Node2,Length,Width
476,257,501,67,3
477,258,259,24,3
478,258,260,119,3
479,259,493,17,3
480,259,495,21,3
481,260,263,22,3
482,261,262,12,3
483,262,264,103,3
484,263,265,93,3
485,263,266,80,3
486,265,286,10,3
487,266,287,101,3
488,268,269,92,3
489,270,271,6,3
490,270,272,169,3
491,271,409,76,3
492,274,275,15,3
493,274,276,26,3
494,274,277,73,3
495,275,281,51,3
496,275,276,44,3
497,276,278,36,3
498,277,280,74,3
499,278,279,206,3
500,278,280,65,3
501,279,410,77,3
502,281,282,13,3
503,281,283,29,3
504,282,298,4,3
505,282,299,17,3
506,283,353,49,3
507,283,356,45,3
508,284,292,64,3
509,284,288,100,3
510,285,289,15,3
511,285,407,18,3
512,286,287,78,3
513,286,288,40,3
514,289,290,41,3
515,289,291,150,3
516,292,293,111,3
517,294,295,82,3
518,295,296,184,3
519,298,307,35,3
520,298,309,27,3
521,299,305,26,3
522,299,303,30,3
523,300,301,16,3
524,300,334,54,3
525,300,380,17,3
526,301,374,13,3
527,301,375,55,3
528,302,303,25,3
529,302,304,21,3
530,302,305,29,3
531,302,306,23,3
532,303,307,21,3
533,304,386,26,3
534,304,305,42,3
535,305,356,45,3
536,306,308,46,3
537,306,332,3,3
538,307,308,22,3
539,307,309,45,3
540,308,310,28,3
541,309,371,58,3
542,310,311,9,3
543,310,312,8,3
544,310,337,9,3
545,311,312,8,3
546,311,330,36,3
547,311,329,87,3
548,312,330,62,3
549,312,333,82,3
550,313,314,43,3
551,313,315,89,3
552,315,406,33,3
553,316,318,28,3
554,316,317,37,3
555,319,320,29,3
556,321,322,104,3
557,324,421,25,3
558,324,419,23,3
559,324,411,30,3
560,327,358,31,3
561,327,359,107,3
562,328,329,23,3
563,328,330,28,3
564,328,331,18,3
565,329,390,23,3
566,330,332,22,3
567,332,386,21,3
568,333,372,13,3
569,333,337,61,3
570,334,335,16,3
571,334,375,14,3
572,335,379,13,3
573,335,380,47,3
574,336,337,13,3
575,336,372,58,3
576,336,374,16,3
577,338,339,3,3
578,338,340,1,3
579,338,341,44,3
580,339,351,56,3
581,340,350,177,3
582,340,341,45,3
583,341,503,4,3
584,341,342,182,3
585,342,343,13,3
586,342,344,9,3
587,344,354,34,3
588,344,355,112,3
589,346,347,13,3
590,346,348,17,3
591,347,360,60,3
592,347,362,88,3
593,348,361,33,3
594,348,349,46,3
595,351,352,22,3
596,353,356,27,3
597,359,396,83,3
598,363,364,66,3
599,363,365,78,3
600,364,367,17,3
601,364,365,45,3
602,365,366,43,3
603,366,367,135,3
604,366,367,67,3
605,368,369,39,3
606,369,370,31,3
607,372,373,15,3
608,373,374,56,3
609,373,375,13,3
610,376,377,22,3
611,376,377,55,3
612,376,379,9,3
613,377,378,14,3
614,378,380,21,3
615,378,379,32,3
616,381,505,80,3
617,386,387,37,3
618,389,399,59,3
619,390,391,31,3
620,390,392,37,3
621,394,496,92,3
622,394,498,119,3
623,397,398,86,3
624,403,405,17,3
625,403,404,24,3
626,411,416,41,3
627,412,413,38,3
628,412,414,94,3
629,413,414,62,3
630,413,415,5,3
631,414,416,19,3
632,415,418,17,3
633,415,419,48,3
634,416,417,35,3
635,419,420,97,3
636,422,522,47,3
637,422,523,16,3
638,424,425,17,3
639,424,426,28,3
640,425,427,17,3
641,425,431,35,3
642,426,436,20,3
643,426,442,18,3
644,426,443,27,3
645,429,430,54,3
646,429,543,18,3
647,431,432,16,3
648,432,433,6,3
649,432,434,57,3
650,435,436,9,3
651,435,437,10,3
652,435,438,275,3
653,436,441,23,3
654,437,439,58,3
655,437,440,41,3
656,439,481,77,3
657,439,484,59,3
658,442,444,35,3
659,442,444,27,3
660,446,448,24,3
661,449,450,20,3
662,452,453,84,3
663,453,454,60,3
664,453,455,10,3
665,454,456,18,3
666,454,457,10,3
667,454,458,107,3
668,455,457,63,3
669,456,459,14,3
670,456,460,108,3
671,457,459,13,3
672,457,463,29,3
673,458,473,37,3
674,458,460,23,3
675,458,475,30,3
676,459,461,6,3
677,460,488,6,3
678,461,462,72,3
679,465,466,21,3
680,465,467,68,3
681,466,468,22,3
682,466,483,43,3
683,470,488,25,3
684,472,473,22,3
685,472,474,28,3
686,473,490,12,3
687,474,488,70,3
688,475,476,45,3
689,476,489,21,3
690,477,479,72,3
691,477,480,18,3
692,479,481,9,3
693,479,482,39,3
694,481,483,41,3
695,482,486,24,3
696,483,485,48,3
697,483,484,90,3
698,485,486,20,3
699,492,493,48,3
700,493,494,23,3
701,497,538,29,3
702,497,536,20,3
703,498,499,38,3
704,498,500,59,3
705,500,538,57,3
706,500,539,23,3
707,503,504,30,3
708,505,506,19,3
709,507,509,12,3
710,507,511,34,3
711,508,509,17,3
712,509,545,27,3
713,510,511,17,3
714,511,512,8,3
715,514,515,19,3
716,514,516,21,3
717,517,541,29,3
718,518,519,30,3
719,518,520,27,3
720,519,521,26,3
721,524,525,12,3
722,524,525,108,3
723,524,526,65,3
724,531,532,23,3
725,532,533,32,3
726,533,538,22,3
727,533,539,59,3
728,535,536,38,3
729,536,537,28,3
730,539,540,21,3
